,Posizione,Interprete,Canzone,Anno,Autori,Posizione_numerica,Stato,Artista_spotify,Popolarità,Anno_ultimo_rilascio,Presentatore,Sede,Partecipanti,,,
145,10º,Johnny Dorelli - Natalino Otto,Fantastica,1958,"A. Costanzo, C. Gori e P. Bentivoglio",10,Finalista,Rocco Hunt,51,2021,Gianni Agus,Casinò di Sanremo,15,,,
146,NF,Carla Boni - Giorgio Consolini,Arsura,1958,"B. Cherubini, V. D'Acquisto e M. Schisa",,Non Finalista,Iva Zanicchi,2,1978,Gianni Agus,Casinò di Sanremo,15,,,
147,NF,Claudio Villa e Gino Latilla - Gloria Christian,Cos'è un bacio,1958,V. Rovi e G. Boneschi,,Non Finalista,Nayt,33,2016,Gianni Agus,Casinò di Sanremo,15,,,
148,NF,Marisa Del Frate - Giorgio Consolini,È molto facile dirsi addio,1958,L. L. Martelli e E. Neri,,Non Finalista,Marisa Del Frate,0,2015,Gianni Agus,Casinò di Sanremo,15,,,
149,NF,Marisa Del Frate - Gloria Christian,Ho disegnato un cuore,1958,S. Simoni e I. Piga,,Non Finalista,Gloria Christian,2,2019,Gianni Agus,Casinò di Sanremo,15,,,
150,NF,Duo Fasano e Tonina Torrielli - Aurelio Fierro e Trio Joyce,I trulli di Alberobello,1958,G. Ciocca e U. Bindi,,Non Finalista,Aurelio Fierro,3,2019,Gianni Agus,Casinò di Sanremo,15,,,
151,NF,Carla Boni - Cristina Jorio,Io sono te,1958,"A. Testa, R. De Giusti, Biri e C. A. Rossi",,Non Finalista,Assia Fiorillo,4,2022,Gianni Agus,Casinò di Sanremo,15,,,
152,NF,Nilla Pizzi e Aurelio Fierro - Claudio Villa e Duo Fasano,La canzone che piace a te,1958,"R. Cutolo, M. De Paolis e M. Ruccione",,Non Finalista,Cutolo,0,2019,Gianni Agus,Casinò di Sanremo,15,,,
153,NF,Tonina Torrielli e Duo Fasano - Trio Joyce,Nozze d'oro,1958,"F. Conti, G. Cavalli e E. Canelli",,Non Finalista,Ruggero Passarini,3,1993,Gianni Agus,Casinò di Sanremo,15,,,
154,NF,Johnny Dorelli - Giorgio Consolini,Se tornassi tu..!,1958,"E. Radaelli, C. Vinci e A. Barberis",,Non Finalista,Julio Iglesias,35,1979,Gianni Agus,Casinò di Sanremo,15,,,
155,NF,Gino Latilla - Natalino Otto,Tu sei del mio paese,1958,"A. Testa, R. De Giusti, Biri e C. A. Rossi",,Non Finalista,Alberto Testa,1,2019,Gianni Agus,Casinò di Sanremo,15,,,
156,1º,Domenico Modugno - Johnny Dorelli,Piove (ciao ciao bambina),1959,D. Modugno e D. Verde,1,Vincitore,,,,Enzo Tortora,Casinò di Sanremo,17,,,
157,2º,Arturo Testa - Gino Latilla,Io sono il vento,1959,G. C. Testoni e G. Fanciulli,2,Finalista,Marino Marini,32,1955,Enzo Tortora,Casinò di Sanremo,17,,,
158,3º,Teddy Reno - Achille Togliani,Conoscerti,1959,G. D'Anzi,3,Finalista,Achille Togliani,5,2014,Enzo Tortora,Casinò di Sanremo,17,,,
159,4º,Jula de Palma - Tonina Torrielli,Tua,1959,B. Pallesi e W. Malgoni,4,Finalista,Elisa,54,2019,Enzo Tortora,Casinò di Sanremo,17,,,
160,5º,Teddy Reno - Aurelio Fierro,Lì per lì,1959,L. Beretta e G. Viezzoli,5,Finalista,Natalino Otto,13,1953,Enzo Tortora,Casinò di Sanremo,17,,,
161,6º,Fausto Cigliano - Nilla Pizzi,Sempre con te,1959,R. Murolo,6,Finalista,Tosca,7,2024,Enzo Tortora,Casinò di Sanremo,17,,,
162,7º,Natalino Otto - Aurelio Fierro,Avevamo la stessa età,1959,D. Calcagno e M. Marini,7,Finalista,Renzo Arbore,25,2009,Enzo Tortora,Casinò di Sanremo,17,,,
163,8º,Betty Curtis - Wilma De Angelis,Nessuno,1959,"A. De Simone, E. Capotosti e V. Mascheroni",8,Finalista,Cesare Cremonini,56,2017,Enzo Tortora,Casinò di Sanremo,17,,,
164,9º,Johnny Dorelli e Betty Curtis - Gino Latilla e Claudio Villa,Una marcia in Fa,1959,M. Panzeri e V. Mascheroni,9,Finalista,Claudio Villa,10,2008,Enzo Tortora,Casinò di Sanremo,17,,,
165,10º,Claudio Villa - Betty Curtis,Un bacio sulla bocca,1959,A. Testa e G. Cichellero,10,Finalista,Fabrizio Cesare,13,2016,Enzo Tortora,Casinò di Sanremo,17,,,
166,NF,Tonina Torrielli - Nilla Pizzi,Adorami,1959,G. C. Testoni e U. Fusco,,Non Finalista,Nilla Pizzi,10,1954,Enzo Tortora,Casinò di Sanremo,17,,,
167,NF,Anna D'Amico - Natalino Otto,Così così,1959,V. Vancheri,,Non Finalista,Dutch Nazari,20,2018,Enzo Tortora,Casinò di Sanremo,17,,,
168,NF,Nilla Pizzi - Tonina Torrielli,Il nostro refrain,1959,Santi e D. Olivieri,,Non Finalista,Fernanda Furlani,0,2011,Enzo Tortora,Casinò di Sanremo,17,,,
169,NF,Natalino Otto - Gino Latilla,La luna è un'altra luna,1959,"R. De Giusti, Biri, A. Testa e C. A. Rossi",,Non Finalista,Giorgio Consolini,4,2022,Enzo Tortora,Casinò di Sanremo,17,,,
170,NF,Jula de Palma - Miranda Martino,La vita mi ha dato solo te,1959,B. Casalini e M. De Martino,,Non Finalista,Nella Colombo,0,1943,Enzo Tortora,Casinò di Sanremo,17,,,
171,NF,Teddy Reno - Achille Togliani,Ma baciami,1959,"D. Panzuti, A. Godini e P. Rizza",,Non Finalista,Achille Togliani,6,2022,Enzo Tortora,Casinò di Sanremo,17,,,
172,NF,Arturo Testa - Fausto Cigliano,Né stelle né mare,1959,G. C. Testoni e F. Fabor,,Non Finalista,Michele Nobler,30,2020,Enzo Tortora,Casinò di Sanremo,17,,,
173,NF,Claudio Villa - Johnny Dorelli,Partir con te,1959,P. Calvi,,Non Finalista,Andrea Bocelli,50,1995,Enzo Tortora,Casinò di Sanremo,17,,,
174,NF,Wilma De Angelis - Jula de Palma,Per tutta la vita,1959,A. Testa e P. Spotti,,Non Finalista,Noemi,47,2009,Enzo Tortora,Casinò di Sanremo,17,,,
175,NF,Achille Togliani - Arturo Testa,Tu sei qui,1959,A. Testa e S. Birga,,Non Finalista,SDV Worship,23,2021,Enzo Tortora,Casinò di Sanremo,17,,,
176,1º,Tony Dallara - Renato Rascel,Romantica,1960,D. Verde e R. Rascel,1,Vincitore,,,,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
177,2º,Domenico Modugno - Teddy Reno,Libero,1960,D. Modugno e F. Migliacci,2,Finalista,Tommy Riccio,29,2018,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
178,3º,Wilma De Angelis - Joe Sentieri,Quando vien la sera,1960,A. Testa e C. A. Rossi,3,Finalista,Joe Sentieri,32,2014,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
179,4º,Nilla Pizzi - Tonina Torrielli,Colpevole,1960,V. D'Acquisto e S. Seracini,4,Finalista,Gemitaiz,64,2023,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
180,5º,Joe Sentieri - Sergio Bruni,È mezzanotte,1960,"A. Testa, R. Cozzoli e G. Compare",5,Finalista,Elodie,57,2023,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
181,6º,Giorgio Consolini - Sergio Bruni,Il mare,1960,A. Pugliese e A. Vian,6,Finalista,Zucchero,20,2008,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
182,7º,Jula de Palma - Tony Dallara,Noi,1960,B. Pallesi e W. Malgoni,7,Finalista,Marracash,55,2021,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
183,8º,Teddy Reno - Mina,È vero,1960,N. Salerno e U. Bindi,8,Finalista,Alessandra Amoroso,39,2011,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
184,9º,Fausto Cigliano - Irene D'Areni,Splende il sole,1960,Pinchi e Danpa,9,Finalista,Zerosospiro,41,2008,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
185,10º,Johnny Dorelli - Jula de Palma,Notte mia,1960,M. Zanfagna e M. De Martino,10,Finalista,Johnny Dorelli,2,1951,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
186,NF,Flo Sandon's - Gloria Christian,A come amore,1960,B. Brighetti e B. Martino,,Non Finalista,Teddy Reno,18,2019,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
187,NF,Achille Togliani - Giorgio Consolini,Amore abisso dolce,1960,G. C. Testoni e M. Gigante,,Non Finalista,Gian Carlo Testoni,2,2019,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
188,NF,Johnny Dorelli - Betty Curtis,Amore senza sole,1960,M. Panzeri e V. Mascheroni,,Non Finalista,Teddy Reno,0,2023,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
189,NF,Germana Caroli - Arturo Testa,Gridare di gioia,1960,A. Testa e G. Fanciulli,,Non Finalista,Adriano Valle,0,2021,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
190,NF,Gino Latilla - Miranda Martino,Invoco te,1960,"G. C. Testoni, T. De Vita e G. Masetti",,Non Finalista,Mina,16,2004,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
191,NF,Mina - Betty Curtis,Non sei felice,1960,R. Vantellini e Pinchi,,Non Finalista,Mina,4,1987,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
192,NF,Tonina Torrielli - Arturo Testa,Perderti,1960,Pinchi e P. E. Bassi,,Non Finalista,Sara Sansica,1,2018,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
193,NF,Achille Togliani - Nilla Pizzi,Perdoniamoci,1960,U. Bertini e E. Di Paola,,Non Finalista,Achille Togliani,25,2015,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
194,NF,Wilma De Angelis - Gloria Christian,Splende l'arcobaleno,1960,M. Tumminelli e C. Di Ceglie,,Non Finalista,Gloria Christian,1,2019,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
195,NF,Gino Latilla - Miranda Martino,Vento pioggia... scarpe rotte,1960,"E. Taranto, C. Gori e A. Grasso",,Non Finalista,Gino Latilla,0,2017,Paolo Ferrari (attore),Casinò di Sanremo,23,,,
196,1º,Betty Curtis - Luciano Tajoli,Al di là,1961,Mogol - Donida,1,Vincitore,,,,Lilli Lembo,Casinò di Sanremo,42,,,
197,2º,Adriano Celentano - Little Tony,24mila baci,1961,"P. Vivarelli, L. Fulci e A. Celentano",2,Finalista,Adriano Celentano,46,2006,Lilli Lembo,Casinò di Sanremo,42,,,
198,3º,Milva - Gino Latilla,Il mare nel cassetto,1961,Rolla - La Valle - Lattuada,3,Finalista,Milva,24,1960,Lilli Lembo,Casinò di Sanremo,42,,,
199,4º,Mina - Nelly Fioramonti,Io amo tu ami,1961,E. Bonagura - G. Redi,4,Finalista,Mina,8,2004,Lilli Lembo,Casinò di Sanremo,42,,,
200,5º,Mina - Jenny Luna,Le mille bolle blu,1961,V. Pallavicini e C. A. Rossi,5,Finalista,Mina,39,2016,Lilli Lembo,Casinò di Sanremo,42,,,
201,6º,Pino Donaggio - Teddy Reno,Come sinfonia,1961,P. Donaggio,6,Finalista,Pino Donaggio,19,2014,Lilli Lembo,Casinò di Sanremo,42,,,
202,7º,Arturo Testa - Tonina Torrielli,Febbre di musica,1961,Biri e V. Mascheroni,7,Finalista,Tonina Torrielli,0,2017,Lilli Lembo,Casinò di Sanremo,42,,,
203,8º,Teddy Reno - Sergio Bruni,Mandolino mandolino,1961,A. Vian e A. Pugliese,8,Finalista,Piero Montanaro,0,2024,Lilli Lembo,Casinò di Sanremo,42,,,
204,9º,Sergio Bruni - Rocco Granata,Carolina dai,1961,D. Pace e M. Panzeri,9,Finalista,Livingston Taylor,30,1970,Lilli Lembo,Casinò di Sanremo,42,,,
205,10º,Gino Paoli - Tony Dallara,Un uomo vivo,1961,G. Paoli,10,Finalista,Gino Paoli,21,2001,Lilli Lembo,Casinò di Sanremo,42,,,
206,11º,Umberto Bindi - Miranda Martino,Non mi dire chi sei,1961,G. Calabrese - U. Bindi,11,Finalista,Luciano Tajoli,8,1988,Lilli Lembo,Casinò di Sanremo,42,,,
207,12º,Joe Sentieri - Fausto Cigliano,Lei,1961,R. Pazzaglia - J. Sentieri,12,Finalista,Neima Ezza,67,2022,Lilli Lembo,Casinò di Sanremo,42,,,
208,NF,Bruno Martino - Jula de Palma,A.A.A. adorabile cercasi,1961,"B. Martino, B. Brighetti e V. Pallavicini",,Non Finalista,Little Tony,20,2014,Lilli Lembo,Casinò di Sanremo,42,,,
209,NF,Giorgio Gaber - Maria Monti,Benzina e cerini,1961,"G. Gaber, E. Jannacci[7]",,Non Finalista,Giorgio Gaber,9,1961,Lilli Lembo,Casinò di Sanremo,42,,,
210,NF,Luciano Rondinella - Edoardo Vianello,Che freddo!,1961,C. Rossi e E. Vianello,,Non Finalista,Nada,60,1969,Lilli Lembo,Casinò di Sanremo,42,,,
211,NF,Miranda Martino - Jimmy Fontana,Lady Luna,1961,D. Verde e A. Trovajoli,,Non Finalista,Nora Orlandi,32,2016,Lilli Lembo,Casinò di Sanremo,42,,,
212,NF,Joe Sentieri - Betty Curtis,Libellule,1961,A. Testa e G. Viezzoli,,Non Finalista,De Gruy,43,2021,Lilli Lembo,Casinò di Sanremo,42,,,
213,NF,Claudio Villa - Sergio Renda,Mare di dicembre,1961,L. Beretta e G. Libano,,Non Finalista,Pino Daniele,20,2015,Lilli Lembo,Casinò di Sanremo,42,,,
214,NF,Aura D'Angelo - Silvia Guidi,Notturno senza luna,1961,G. D'Anzi,,Non Finalista,Luigi Tenco,12,2013,Lilli Lembo,Casinò di Sanremo,42,,,
215,NF,Gianni Meccia - Wilma De Angelis,Patatina,1961,G. Meccia e F. Migliacci,,Non Finalista,Gianni Meccia,23,2002,Lilli Lembo,Casinò di Sanremo,42,,,
216,NF,Tony Renis - Niki Davis,Pozzanghere,1961,"Orfellius, L. Pellini, T. Renis e M. Treppiedi",,Non Finalista,Il Solito Dandy,23,2022,Lilli Lembo,Casinò di Sanremo,42,,,
217,NF,Cocky Mazzetti - Achille Togliani,Qualcuno mi ama,1961,P. Soffici e M. Darena,,Non Finalista,Sandro,33,2017,Lilli Lembo,Casinò di Sanremo,42,,,
218,NF,Carla Boni - Aurelio Fierro,Tu con me,1961,A. Amurri e E. Ballotta,,Non Finalista,Aliciakat,23,2023,Lilli Lembo,Casinò di Sanremo,42,,,
219,NF,Nadia Liani - Jolanda Rossin,Una goccia di cielo,1961,G. Negri,,Non Finalista,Luciano Tajoli,0,2019,Lilli Lembo,Casinò di Sanremo,42,,,
220,1º,Domenico Modugno - Claudio Villa,Addio...addio...,1962,F. Migliacci e D. Modugno,1,Vincitore,,,,Renato Tagliani,Casinò di Sanremo,45,,,
221,2º,Sergio Bruni - Milva,Tango italiano,1962,B. Pallesi e W. Malgoni,2,Finalista,Cocki Mazzetti,46,2019,Renato Tagliani,Casinò di Sanremo,45,,,
222,3º,Sergio Bruni - Ernesto Bonino,Gondolì gondolà,1962,Nisa e R. Carosone,3,Finalista,faff,24,2022,Renato Tagliani,Casinò di Sanremo,45,,,
223,4º,Tony Renis - Emilio Pericoli,Quando quando quando,1962,A. Testa e T. Renis,4,Finalista,Tony Renis,53,2001,Renato Tagliani,Casinò di Sanremo,45,,,
224,5º,Milva - Miriam Del Mare,Stanotte al luna park,1962,"V. Pallavicini, Biri e C. A. Rossi",5,Finalista,Milva,2,2014,Renato Tagliani,Casinò di Sanremo,45,,,
225,6º,Gino Bramieri - Aurelio Fierro,Lui andava a cavallo,1962,N. Salerno e N. Ravasini,6,Finalista,Aurelio Fierro,2,1962,Renato Tagliani,Casinò di Sanremo,45,,,
226,7º,Arturo Testa - Jolanda Rossin,Un'anima leggera,1962,P. Rolla e F. Bergamini,7,Finalista,Arturo Testa,0,2012,Renato Tagliani,Casinò di Sanremo,45,,,
227,8º,Joe Sentieri - Aurelio Fierro,Cipria di sole,1962,G. Marotta e S. Mazzocco,8,Finalista,Joe Sentieri,0,2012,Renato Tagliani,Casinò di Sanremo,45,,,
228,9º,Tonina Torrielli - Nelly Fioramonti,Aspettandoti,1962,S. Seracini e V. D'Acquisto,9,Finalista,Neffa,50,1996,Renato Tagliani,Casinò di Sanremo,45,,,
229,10º,Johnny Dorelli - Betty Curtis,Buongiorno amore,1962,M. Panzeri e J. Dorelli,10,Finalista,Gigi Finizio,30,2021,Renato Tagliani,Casinò di Sanremo,45,,,
230,11º,Flo Sandon's - Mario D'Alba,Passa il tempo,1962,S. Taccani e U. Bertini,11,Finalista,Néza,54,2023,Renato Tagliani,Casinò di Sanremo,45,,,
231,12º,Nunzio Gallo - Rocco Montana,Inventiamo la vita,1962,V. Mascheroni e G. C. Testoni,12,Finalista,Nunzio Gallo,0,2014,Renato Tagliani,Casinò di Sanremo,45,,,
232,NF,Arturo Testa - Jolanda Rossin,Centomila volte,1962,S. Censi e De Bernardi,,Non Finalista,Einar,22,2019,Renato Tagliani,Casinò di Sanremo,45,,,
233,NF,Silvia Guidi - Jenny Luna,Conta le stelle,1962,E. Di Paola e U. Bertini,,Non Finalista,Ultimo,56,2021,Renato Tagliani,Casinò di Sanremo,45,,,
234,NF,Fausto Cigliano - Jenny Luna,Cose inutili,1962,G. Meccia e U. Tognazzi,,Non Finalista,Management,31,2017,Renato Tagliani,Casinò di Sanremo,45,,,
235,NF,Rossana - Gian Costello,Due cipressi,1962,"P. Pizzigoni, A. Camis e G. C. Testoni",,Non Finalista,Pino Calvi,0,1962,Renato Tagliani,Casinò di Sanremo,45,,,
236,NF,Wanda Romanelli - Nelly Fioramonti,Fiori sull'acqua,1962,G. Fallabrino e V. D'Acquisto,,Non Finalista,Caterina Caselli,10,1970,Renato Tagliani,Casinò di Sanremo,45,,,
237,NF,Wilma De Angelis - Tanya,I colori della felicità,1962,L. Ranzato e E. Sciorilli,,Non Finalista,Paolo Tuci,10,2020,Renato Tagliani,Casinò di Sanremo,45,,,
238,NF,Luciano Tajoli - Betty Curtis,Il cielo cammina,1962,"M. Ruccione, U. Bertini e P. Tombolato",,Non Finalista,Creep Giuliano,1,2019,Renato Tagliani,Casinò di Sanremo,45,,,
239,NF,Gesy Sebena - Giacomo Rondinella,Il nostro amore,1962,Pinchi e V. Panzuti,,Non Finalista,Laura Pausini,38,2015,Renato Tagliani,Casinò di Sanremo,45,,,
240,NF,Gene Colonnello - Gloria Christian,Innamorati,1962,G. D'Anzi e M. Panzeri,,Non Finalista,Toto Cutugno,50,1980,Renato Tagliani,Casinò di Sanremo,45,,,
241,NF,Corrado Lojacono - Luciano Tajoli,L'anellino,1962,C. Lojacono e N. Salerno,,Non Finalista,I Barritas,1,2002,Renato Tagliani,Casinò di Sanremo,45,,,
242,NF,Johnny Dorelli - Gloria Christian,L'ombrellone,1962,P. Calvi e L. Chiosso,,Non Finalista,Nancy Fiordaliso,1,2023,Renato Tagliani,Casinò di Sanremo,45,,,
243,NF,Nunzio Gallo - Bruna Lelli,L'ultimo pezzo di terra,1962,"M. Zanfagna, G. Conte, N. Gallo e A. Forte",,Non Finalista,Pino Calvi,0,1962,Renato Tagliani,Casinò di Sanremo,45,,,
244,NF,Wilma De Angelis - Lucia Altieri,Lumicini rossi,1962,F. Fabor e G. C. Testoni,,Non Finalista,Lucia Altieri,0,1964,Renato Tagliani,Casinò di Sanremo,45,,,
245,NF,Pierfilippi - Cocky Mazzetti,Occhi senza lacrime,1962,E. Macchi e A. A. Roelens,,Non Finalista,Cocki Mazzetti,4,2023,Renato Tagliani,Casinò di Sanremo,45,,,
246,NF,Gino Bramieri - Rocco Torrebruno,Pesca tu che pesco anch'io,1962,Di Lazzaro e B. Cherubini,,Non Finalista,Gino Bramieri,1,2014,Renato Tagliani,Casinò di Sanremo,45,,,
247,NF,Flo Sandon's - Edda Montanari,Prima del paradiso,1962,R. Vantellini e Pinchi,,Non Finalista,Jean Louis Prima,8,2013,Renato Tagliani,Casinò di Sanremo,45,,,
248,NF,Aura D'Angelo - Claudio Villa,Quando il vento d'aprile,1962,S. Palomba e A. Vian,,Non Finalista,Nando Rizzello,0,2010,Renato Tagliani,Casinò di Sanremo,45,,,
249,NF,Cocky Mazzetti - Joe Sentieri,Tobia,1962,"C. Donida, Mogol e A. Testa",,Non Finalista,Zucchero,23,2001,Renato Tagliani,Casinò di Sanremo,45,,,
250,NF,Mario Abbate - Fausto Cigliano,Vestita di rosso,1962,"A. Testa, R. Cozzoli e G. Compare",,Non Finalista,Beppe Junior,2,2010,Renato Tagliani,Casinò di Sanremo,45,,,
251,NF,Narciso Parigi - Giorgio Consolini,Vita,1962,B. Cherubini e C. Concina,,Non Finalista,Yunes LaGrintaa,55,2023,Renato Tagliani,Casinò di Sanremo,45,,,
252,1º,Tony Renis - Emilio Pericoli,Uno per tutte,1963,"Mogol, A. Testa e T. Renis",1,Vincitore,,,,Mike Bongiorno,Casinò di Sanremo,21,,,
253,2º,Claudio Villa - Eugenia Foligatti,Amor mon amour my love,1963,"W. Malgoni, Pinchi e B. Pallesi",2,Finalista,Cecilia,27,2006,Mike Bongiorno,Casinò di Sanremo,21,,,
254,3º,Pino Donaggio - Cocky Mazzetti,Giovane giovane,1963,P. Donaggio e A. Testa,3,Finalista,Laïoung,45,2017,Mike Bongiorno,Casinò di Sanremo,21,,,
255,4º,Wilma De Angelis - Johnny Dorelli,Non costa niente,1963,"G. Calabrese, D. Calcagno e E. Sciorilli",4,Finalista,Cor Veleno,19,2018,Mike Bongiorno,Casinò di Sanremo,21,,,
256,5º,Milva - Luciano Tajoli,Ricorda,1963,C. Donida e Mogol,5,Finalista,Antonello Venditti,46,2012,Mike Bongiorno,Casinò di Sanremo,21,,,
257,6º,Tonina Torrielli - Eugenia Foligatti,Perdonarsi in due,1963,G. D'Anzi e Pinchi,6,Finalista,Tonina Torrielli,1,2014,Mike Bongiorno,Casinò di Sanremo,21,,,
258,7º,Aurelio Fierro - Claudio Villa,Occhi neri e cielo blu,1963,M. Panzeri e D. Pace,7,Finalista,Dana Valery,0,1963,Mike Bongiorno,Casinò di Sanremo,21,,,
259,8º,Emilio Pericoli - Sergio Bruni,Sull'acqua,1963,M. Pagano e F. Maresca,8,Finalista,Sergio Bruni,0,2022,Mike Bongiorno,Casinò di Sanremo,21,,,
260,9º,Aura D'Angelo - Arturo Testa,Tu venisti dal mare,1963,F. Rendine e A. Pugliese,9,Finalista,Arturo Testa,0,2014,Mike Bongiorno,Casinò di Sanremo,21,,,
261,10º,Milva - Gianni Lacommare,Non sapevo,1963,P. Calvi e B. Pallesi,10,Finalista,Gianni Lacommare,0,2013,Mike Bongiorno,Casinò di Sanremo,21,,,
262,NF,Gianni Lacommare - Tonina Torrielli,Com'è piccolo il cielo,1963,Signori e Garavaglia,,Non Finalista,Mia Martini,0,2015,Mike Bongiorno,Casinò di Sanremo,21,,,
263,NF,Joe Sentieri - Johnny Dorelli,Fermate il mondo,1963,B. Canfora e D. Verde,,Non Finalista,Johnny Dorelli,4,1951,Mike Bongiorno,Casinò di Sanremo,21,,,
264,NF,Ennio Sangiusto - Quartetto Radar,La ballata del pedone,1963,Pierantoni,,Non Finalista,Giorgio Gaber,1,2013,Mike Bongiorno,Casinò di Sanremo,21,,,
265,NF,Ennio Sangiusto - Luciano Tajoli,Le voci,1963,G. Fallabrino e Medici,,Non Finalista,Cosmo,38,2016,Mike Bongiorno,Casinò di Sanremo,21,,,
266,NF,Mario Abbate - Quartetto Radar,Oggi non ho tempo,1963,C. Lojacono e N. Salerno,,Non Finalista,Lago,3,2023,Mike Bongiorno,Casinò di Sanremo,21,,,
267,NF,Tony Renis - Cocky Mazzetti,Perché perché,1963,G. Cichellero,,Non Finalista,Tony Renis,33,1958,Mike Bongiorno,Casinò di Sanremo,21,,,
268,NF,Arturo Testa - Joe Sentieri,Quando ci si vuol bene... (Come noi),1963,"E. Isola, B. Zambrini e G. Calabrese",,Non Finalista,Joe Sentieri,0,1963,Mike Bongiorno,Casinò di Sanremo,21,,,
269,NF,Wilma De Angelis - Flo Sandon's,Se passerai di qui,1963,G. C. Testoni e A. Camis,,Non Finalista,Raf,5,2006,Mike Bongiorno,Casinò di Sanremo,21,,,
270,NF,Aurelio Fierro - Sergio Bruni,Un cappotto rivoltato,1963,O. Leuzzi e F. Specchia,,Non Finalista,Sergio Bruni,1,2022,Mike Bongiorno,Casinò di Sanremo,21,,,
271,NF,Mario Abbate - Flo Sandon's,Vorrei fermare il tempo,1963,G. Redi e Franchini,,Non Finalista,Valentino Bonaccorso,1,2016,Mike Bongiorno,Casinò di Sanremo,21,,,
272,1º,Gigliola Cinquetti - Patricia Carli,Non ho l'età (Per amarti),1964,"M. Panzeri, Nisa, G. Colonnello",1,Vincitore,,,,Mike Bongiorno,Casinò di Sanremo,40,,,
273,2º (pari merito),Domenico Modugno - Frankie Laine,Che me ne importa a me,1964,D. Modugno,2,Finalista,Topo Gigio,7,1996,Mike Bongiorno,Casinò di Sanremo,40,,,
274,2º (pari merito),Tony Dallara - Ben E. King,Come potrei dimenticarti,1964,V. Pallavicini e E. Leoni,2,Finalista,Tony Dallara,1,2016,Mike Bongiorno,Casinò di Sanremo,40,,,
275,2º (pari merito),Gino Paoli - Antonio Prieto,Ieri ho incontrato mia madre,1964,G. Paoli,2,Finalista,Gino Paoli,14,1964,Mike Bongiorno,Casinò di Sanremo,40,,,
276,2º (pari merito),Fabrizio Ferretti - Gil Fields e The Fraternity Brothers,La prima che incontro,1964,V. Pallavicini e G. Kramer,2,Finalista,Fabrizio Ferretti,2,2011,Mike Bongiorno,Casinò di Sanremo,40,,,
277,2º (pari merito),Pino Donaggio - Frankie Avalon,Motivo d'amore,1964,P. Donaggio,2,Finalista,Jovanotti,31,2002,Mike Bongiorno,Casinò di Sanremo,40,,,
278,2º (pari merito),Roby Ferrante - Paul Anka,Ogni Volta,1964,C. Rossi e R. Ferrante,2,Finalista,Paul Anka,32,2000,Mike Bongiorno,Casinò di Sanremo,40,,,
279,2º (pari merito),Little Tony - Gene Pitney,Quando vedrai la mia ragazza,1964,C. Rossi e E. Ciacci,2,Finalista,Little Tony,27,1994,Mike Bongiorno,Casinò di Sanremo,40,,,
280,2º (pari merito),Bruno Filippini - Gil Fields e The Fraternity Brothers,Sabato sera,1964,B. Pallesi e W. Malgoni,2,Finalista,DJ Matrix,36,2018,Mike Bongiorno,Casinò di Sanremo,40,,,
281,2º (pari merito),Remo Germani - Nino Tempo e April Stevens,Stasera no no no,1964,V. Pallavicini e E. Roncarati,2,Finalista,Alessio,53,2006,Mike Bongiorno,Casinò di Sanremo,40,,,
282,2º (pari merito),Robertino - Bobby Rydell,Un bacio piccolissimo,1964,G. Ornati e G. Mescoli,2,Finalista,Andrea Farri,23,2024,Mike Bongiorno,Casinò di Sanremo,40,,,
283,2º (pari merito),Bobby Solo - Frankie Laine,Una lacrima sul viso,1964,Mogol e B. Solo,2,Finalista,Bobby Solo,46,1999,Mike Bongiorno,Casinò di Sanremo,40,,,
